13.14	37.85	8.63	41.35	3.4	48.72	31.45	14.23
14.76	31.71	8.33	40.91	2.53	61.81	29.81	15.36
15.83	36.03	8.68	41.3	3.01	63.64	33.04	12.92
16.11	38.82	9.09	42.85	3.23	59.47	28.12	13.29
15.42	35.53	7.81	44.15	3.19	63.48	28.92	14.72
16.23	37.02	8.34	43.44	2.87	70.15	30.51	12.79
17.59	37.03	7.92	45.86	3.11	60.98	25.39	16.59
18.83	35.86	9.83	41.11	3.52	52.55	24.24	13.39
18.41	44.45	9.79	45.78	3.21	51.77	33.42	11.8
18.01	38.25	8.45	42.68	3.05	50.15	28.68	12.22
15.65	39.19	9.17	47.74	3.64	57.26	27.63	13.25
15.49	45.5	8.72	42.79	4.02	54.14	27.48	17.37
13.94	37.4	9.71	42.19	3.93	50.62	30.15	15.78
16.4	38.06	8.53	40.6	3.52	60.52	33.48	15.44
12.59	45.23	7.87	47.69	3.09	53.38	29.08	12.92
15.98	43.89	8.37	46.22	2.73	71.09	26.49	16.06
13.63	35.64	9.42	49.55	3.51	58.05	32.46	16.29
15.43	39.98	9.33	40.19	3.16	65.48	32.62	14.85
15.9	35.11	8.93	44.7	3.34	64.18	31.27	14.57
14.61	42.76	9.32	38.85	3.66	55.87	25.72	16.96
18.43	42.63	8.35	46.44	3.41	56.82	25.4	17.2
14.34	40.4	8.8	47.1	3.34	65.95	24.2	14.69
19.97	37.46	8.58	44.3	2.96	54.69	28.54	13.04
13.79	30.37	12.57	39.79	3.3	57.39	27.64	12.43
14.66	35.63	10.4	41.07	3.58	47.47	26.2	14.44
16.27	32.76	9.97	43.28	3.23	62.63	29.05	13.38
14.68	32.62	9.7	44.46	3.18	56.22	29.96	13.99
14.92	39.1	8.83	39.26	2.7	58.04	24.98	14.44
15.48	46.8	11.05	40.56	3.25	57.36	25.93	16.53
18.23	42.58	7.78	40.85	3.13	60.04	34.07	13.94
16.07	38.52	10.9	55.29	3.55	71.79	27.93	15.73
17.8	36.9	8.47	44.34	3.04	49.08	28.03	13.78
16.57	38.92	9.72	43.92	3.37	57.93	29.63	14.78
15.02	32.26	8.1	49.88	2.9	56.18	25.85	14.47
18.01	46.16	8.13	48.29	3.36	48.25	25.58	13.62
