31.2	36.8	36.6	29.2	22.8	14.4	36.2	29.6	
25.4	18.5	18.4	20.6	16.0	23.2	10.7	15.4	
30.5	32.2	26.9	38.6	32.5	24.8	38.6	20.2	
20.4	30.6	23.4	15.5	10.8	14.4	23.8	18.0	
66.6	56.2	27.6	32.3	49.4	65.6	40.3	65.2	
33.4	34.9	39.7	71.7	43.8	39.4	45.3	36.9	
29.8	31.4	26.4	40.7	40.3	31.1	33.2	23.0	
30.5	31.6	30.7	38.6	33.6	33.4	29.5	42.8	
41.1	49.7	22.9	35.2	36.9	44.8	51.9	38.4	
28.4	19.8	23.1	18.2	44.4	22.0	44.0	29.9	
30.7	41.7	35.8	23.0	54.0	44.0	43.6	23.7	
20.5	29.7	18.4	17.2	32.5	27.4	21.6	22.7	
26.7	23.0	14.5	38.3	29.8	28.8	14.7	37.5	
16.3	39.5	34.2	30.4	27.1	27.6	28.0	41.2	
25.3	26.3	19.7	16.6	20.8	21.6	25.5	25.2	
43.7	34.9	37.9	23.8	58.6	39.9	42.1	36.7	
61.2	36.6	38.5	38.8	53.2	74.8	67.1	36.1	
24.6	44.4	29.2	27.2	14.6	25.7	29.9	32.2	
28.2	43.1	25.5	32.4	49.4	40.1	40.5	44.2	
37.6	23.6	34.5	30.1	34.6	32.0	32.9	43.5	
60.3	56.9	44.7	32.8	48.2	54.2	47.1	29.2	
26.3	13.5	21.2	29.4	16.4	33.8	19.4	21.6	
45.4	39.2	32.0	23.8	24.4	39.9	25.4	18.3	
19.3	22.3	19.8	17.4	29.4	25.8	23.9	22.0	
36.6	41.3	63.5	45.7	22.4	46.9	58.3	43.9	
39.0	29.0	40.6	39.8	55.5	33.9	24.9	31.1	
45.9	55.4	32.9	35.8	52.8	57.9	67.7	56.4	
23.3	25.4	30.7	40.6	20.4	61.8	21.2	23.8	
28.3	22.4	37.5	34.6	34.6	25.2	29.6	29.8	
23.3	28.9	25.7	15.1	21.7	15.4	17.3	26.2	
42.2	39.1	29.2	21.7	19.5	43.9	18.2	21.5	
44.4	54.1	46.4	90.8	61.4	42.0	69.1	50.2	
26.8	24.0	32.1	17.3	32.3	29.3	27.7	25.3	
25.3	31.2	28.3	29.1	25.6	38.4	22.4	21.5	
25.9	28.5	40.9	32.9	19.8	40.8	27.1	22.9	
14.6	12.8	30.2	18.8	25.2	24.2	16.6	32.6	
41.9	49.8	38.2	40.1	27.2	12.6	40.8	16.9	
21.3	21.8	31.9	30.3	26.9	53.3	18.4	42.3	
23.2	27.7	26.2	26.0	16.5	30.2	29.3	26.0	
17.0	22.4	10.5	19.3	23.6	19.1	30.6	24.6	
19.8	45.2	29.5	24.0	23.3	24.1	15.5	49.0	
21.2	34.6	15.2	14.7	22.1	19.9	18.2	15.8	
41.7	46.3	29.9	33.9	32.5	34.0	42.3	23.1	
27.7	36.4	29.0	30.3	50.5	22.2	31.2	47.7	
17.6	26.7	32.3	42.6	41.7	26.2	32.7	40.5	
30.2	30.4	26.9	23.1	19.8	47.6	26.1	22.5	
37.6	55.1	37.6	30.8	65.0	64.6	34.3	49.2	
26.1	27.7	22.3	20.8	33.8	26.2	41.5	18.4	
38.4	21.9	21.8	29.1	21.6	34.7	33.6	32.4	
24.9	24.5	20.4	28.4	17.1	31.7	37.2	24.9	
45.3	43.7	44.7	21.9	29.2	28.2	19.2	29.1	
12.7	14.9	23.0	25.6	15.7	12.2	24.9	24.1	
36.6	43.1	29.9	26.3	56.4	49.4	22.7	32.4	
33.4	23.5	20.5	36.5	48.1	33.6	28.4	32.3	
22.3	13.3	35.3	22.3	23.5	59.9	18.8	28.7	
27.5	62.2	48.8	29.0	51.7	45.5	47.2	46.2	
38.5	26.6	34.3	41.9	58.8	51.6	31.9	28.0	
60.6	30.7	35.1	25.0	58.0	21.9	53.0	39.7	
26.0	41.8	49.7	61.7	39.8	35.5	28.6	34.2	
29.2	32.8	43.9	26.1	19.8	30.9	18.2	23.4	
60.3	50.0	28.7	41.5	36.5	60.0	58.6	58.4	
27.7	35.8	22.2	22.6	20.6	34.3	25.8	17.6	
64.3	39.0	72.3	39.9	54.2	63.6	67.4	43.8	
45.7	27.5	31.3	56.8	26.5	52.5	32.0	22.8	
76.6	49.5	53.0	36.5	38.6	64.3	29.7	37.5	
31.2	34.1	23.7	19.5	37.3	40.4	44.0	27.9	
22.8	22.0	47.2	31.8	36.7	29.2	26.0	27.6	
39.3	35.0	19.0	27.9	21.2	32.8	33.3	31.0	
26.6	19.3	26.4	19.2	22.5	31.7	39.0	33.3	
37.8	78.3	49.9	27.2	46.8	27.0	35.6	46.0	
50.6	43.9	56.1	30.9	37.5	30.9	41.6	17.8	
33.4	33.8	25.3	31.9	21.1	22.0	27.1	16.6	
22.3	38.7	18.7	43.9	38.0	17.7	18.7	36.0	
20.2	31.3	23.3	19.8	15.3	29.9	21.7	30.3	
28.8	42.9	37.6	31.8	32.4	33.1	21.2	30.9	
48.8	30.3	39.2	45.8	37.6	52.5	33.6	32.9	
