29.2	39.4	18.7	43.3	52.8	34.8	34.7	35.6	
41.7	39.2	23.2	31.9	53.3	42.7	63.6	39.3	
35.2	42.0	32.1	24.0	56.5	28.8	56.7	49.7	
14.1	18.4	21.6	32.5	35.8	35.3	26.9	24.6	
29.1	51.5	17.9	35.0	17.1	33.9	42.8	32.8	
34.0	51.2	41.4	52.5	40.1	46.5	50.4	39.3	
16.0	53.2	40.6	27.4	46.1	41.8	50.0	32.5	
14.3	31.3	19.0	20.0	29.8	22.5	31.2	25.3	
25.7	49.7	20.4	33.0	26.4	21.7	24.9	41.3	
42.0	33.6	55.6	28.3	29.2	23.2	30.3	38.8	
19.5	29.8	34.0	29.0	31.5	48.8	37.6	17.2	
39.0	47.7	36.1	32.4	55.3	44.3	24.9	34.8	
28.9	54.0	29.1	55.0	17.9	56.1	48.6	63.8	
75.0	51.5	35.8	54.9	25.3	82.7	46.0	43.7	
30.8	18.9	35.2	33.8	20.2	39.0	35.0	39.1	
70.4	37.3	56.5	60.3	45.2	72.4	61.0	56.0	
20.8	27.9	35.7	35.1	24.2	18.3	23.2	26.9	
64.3	46.8	48.7	52.9	41.1	37.2	31.9	29.7	
30.3	38.0	23.9	32.4	43.2	48.5	16.1	35.5	
37.9	46.2	60.1	46.6	71.4	35.4	65.8	37.5	
29.4	27.7	34.1	18.3	25.4	23.1	26.7	24.3	
36.9	36.4	19.1	30.1	42.8	14.5	26.4	26.5	
42.2	57.9	65.1	53.2	45.6	49.3	34.8	32.5	
58.1	61.2	43.9	70.1	71.6	39.9	43.3	48.0	
18.1	46.1	27.6	27.4	31.4	32.8	49.2	29.1	
31.3	39.2	48.8	29.2	38.6	49.3	20.3	39.8	
46.6	44.5	53.5	28.0	36.2	26.3	25.6	37.6	
52.7	54.6	46.9	36.6	69.4	42.0	45.4	28.5	
37.4	55.1	34.7	44.2	42.3	26.3	23.8	44.4	
39.3	45.3	51.8	33.5	23.1	35.4	39.8	45.8	
17.7	23.6	22.8	42.3	31.3	22.0	15.1	32.0	
17.0	16.5	20.1	35.9	24.6	38.9	28.7	24.8	
29.7	27.3	34.5	27.9	21.4	26.1	19.9	32.1	
16.0	22.5	15.9	25.7	12.3	14.1	11.5	21.1	
41.9	32.7	57.1	37.4	37.6	46.1	29.3	54.0	
24.1	31.8	27.1	9.6	18.9	25.2	20.7	19.2	
69.9	43.9	40.9	50.3	48.2	62.3	48.4	48.7	
42.9	31.1	32.6	23.7	28.6	39.7	23.0	42.0	
43.4	40.7	56.4	52.2	81.9	45.0	36.0	50.1	
38.2	39.4	43.9	31.5	17.7	25.2	19.6	24.4	
30.8	37.6	36.0	39.0	56.3	41.4	40.7	26.9	
19.3	43.5	47.3	37.4	34.3	42.7	29.6	41.7	
33.7	31.1	37.4	39.1	35.8	22.9	43.9	37.0	
36.2	29.1	41.8	15.7	27.0	17.9	11.8	26.7	
59.5	43.5	35.7	41.6	26.1	25.5	32.3	52.7	
33.7	20.0	29.5	19.1	32.9	18.6	49.7	32.4	
30.8	15.7	14.0	22.5	21.4	22.6	28.5	34.1	
37.2	74.1	46.0	49.3	44.2	18.6	55.0	45.7	
36.5	38.3	38.6	27.5	17.4	39.6	19.9	24.6	
47.5	28.8	26.3	42.1	39.9	51.6	39.6	32.0	
35.8	42.4	54.6	49.0	60.7	35.5	37.5	32.7	
49.0	27.6	40.0	35.6	41.9	38.3	31.9	23.4	
27.2	20.7	39.6	25.3	34.8	32.2	25.0	11.7	
30.1	22.7	27.7	29.7	35.0	29.6	39.2	35.4	
76.2	48.1	63.7	60.4	65.7	50.8	76.7	62.5	
22.7	18.0	36.7	24.8	19.3	39.7	17.3	22.6	
31.1	33.2	30.1	26.6	38.6	42.9	27.7	27.6	
22.5	33.1	25.7	37.3	25.4	32.7	43.4	25.4	
23.5	25.7	21.3	37.0	23.1	22.4	34.5	55.2	
66.9	44.0	39.4	43.1	46.3	30.1	48.8	49.1	
18.6	26.7	15.8	18.0	30.9	35.8	30.1	49.7	
43.3	37.4	27.9	21.2	22.3	24.7	32.1	46.2	
