114.21	16.72	107.21	110.46	75.74	143.77	74.77	304.93
2.77	6.86	3.07	1.14	6.52	4.12	5.05	5.64
38.52	25.88	9.05	24.92	7.92	20.36	4.18	196.88
24.3	12.3	156.56	21.22	9.44	7.51	74.15	36.58
8.69	3.89	6.41	17.5	2.95	1.75	10.04	2.01
5.62	13.07	9.09	8.99	4.03	2.5	7.58	39.17
3.23	7.43	21.87	10.63	15.66	2.33	17.98	1.41
44.22	42.01	78.18	2.35	7.75	17.04	25.39	7.96
23.07	46.32	63.79	109.37	41.27	33.46	13.39	119.24
14.14	68.77	88.23	9.12	3.76	14.04	3.51	15.34
19.06	10.83	27.02	103.39	37.59	11.86	24.67	19.93
57.62	15.54	19.57	12.57	19.24	15.84	31.38	8.34
116.05	44.14	15.58	122.44	32.1	81.08	77.6	34.76
13.49	25.88	21	139.59	39.3	5.34	51.94	59.71
29.51	60.27	39.95	18.85	9.42	9.02	72.45	15.96
2	19.95	4.23	1.96	2.42	21.66	10.42	1.39
10.23	5.89	8.28	5.17	18.4	1.98	10.88	2.31
31.25	65.86	5.52	43.71	41.27	14.74	5.53	18.93
24.74	1.55	9.18	14.52	34.3	2.22	20.83	6.39
222.4	65.05	103.19	89.62	52.49	40.31	44.52	32.08
11.4	32.66	254.89	96.65	16.54	12.84	96.44	56.55
24.08	29.56	6.94	64	23.09	17.32	131.83	35.03
5.89	12	8.98	25.64	5.18	10.31	11.14	37.12
22.24	27.4	37.67	70.84	14.63	34.97	38.82	30.42
13.07	24.13	7.27	176.56	9.06	32.01	195.85	5.34
3.76	2.75	1.12	1.18	1.12	2.53	2.89	1.18
7.79	59.3	287.79	71.23	42.42	29.27	78.69	124
86.68	23.92	13.2	62.45	50.48	39.76	76.03	55.31
24.44	3.25	4.32	3.02	8.08	11.53	8.79	19.55
1.49	13.64	33.02	3.39	15.3	6.78	3.84	6.82
22.58	161.84	9.65	9.84	33.77	16.02	26.74	8.56
16.21	5.65	8.91	22.54	9.26	12.85	6.01	11
29.88	31.97	50.61	76.91	35.84	25.29	5.37	21.83
33.38	4.68	2.14	17.72	8.34	13.08	3.19	1.88
134.92	2.08	7.67	94.21	13.67	21.55	34.78	39.98
3.92	7.56	1.37	1.12	4.78	3.19	2.42	4.06
7.74	5.69	44.69	1.16	14.12	5.27	7.1	5.19
43.68	11.68	6.82	1.79	25.44	10.84	10.96	11.81
2.56	1.36	9.28	1.78	1.84	1.62	1.36	2.7
5.32	4.85	7.11	96.06	18.08	14.96	10.61	9.62
20.94	8.58	10.66	19.81	13.22	4.2	37.57	15.43
12.08	12.21	23.79	18.91	21.28	23.2	2.43	47.33
82.08	1.12	6.42	6.51	33.37	61.15	21.66	12.91
4.75	14.99	8.55	6.24	5.68	16.34	7.45	2.86
5.62	17.21	9.73	12.72	8.56	9.29	6.84	13.31
4.57	14.79	3.63	2.73	29.39	37.57	4.84	37.79
36.64	34.52	8.84	18.96	93.33	234.18	85.36	15.53
5.36	3.92	6.61	33.51	4.15	18.31	21.91	10.79
13.29	116.44	8.88	26.81	1.77	57.2	31.56	132.48
15.84	3.74	5.56	13.62	2.82	2.73	9.79	4.77
88.98	24.26	41.16	54.23	22.74	56.77	26.29	28
135.83	23.03	6.61	19.53	3.45	11.05	7.24	50.5
160.66	46.51	19.09	96.7	146.44	107.55	38.87	26.6
283.02	5.87	13.78	37.61	9.38	51.37	73.31	26.22
4.07	3.86	8.91	21.46	2.68	18.78	70.38	24.98
86.81	73.37	78.32	143.33	42.77	27.34	34.17	5.42
14.44	1.94	10.32	6.8	6.34	8.12	7.4	2.74
43.99	12.52	2.87	12.99	8.32	42.16	102.3	4.19
128.93	16.41	27.14	14.54	20.9	88.19	43.24	59.11
36.57	16.45	3.74	1.57	17.07	11.53	22.99	11.25
162.47	27.67	29.14	62.15	182.38	98.33	32.71	87.89
38.91	50.65	4.91	64.55	2.6	22.88	34.04	23.91
11.74	51.16	25.32	36.08	35.92	3.91	21.84	28.57
5.92	11.31	19.77	14.11	10.05	14.64	5.42	16.17
5.45	11.2	3.23	1	2.08	7.38	11.24	6.07
76.1	75.96	11.02	24.92	33.46	116.82	14.47	5.57
48.67	33.8	76.17	61.07	24.57	211.83	118.05	58.42
24.19	7.49	11.77	29.51	23.78	2.34	8.34	13.65
19.09	65.22	63.81	43.05	62.14	95.2	62.36	210.44
17.93	12.64	26.49	1.47	9.76	9.45	55.43	12.85
55.18	20.93	22.9	42.99	6.62	198.06	78.91	12.16
14.11	14.84	22.2	16.51	45.78	59.92	24.05	31.84
152.61	82.16	12.03	26.51	7.36	47.37	56.37	44.61
5.75	26.1	25.63	35.45	66.34	4.8	16.7	10.4
6.79	18.17	6.95	68.11	84.47	50.04	65.63	13.77
201.18	66.79	158.21	93.08	30.65	112.24	128.68	330.89
1.34	8.76	8.73	39.14	7.99	4.9	2.87	3.93
158.43	121.84	184.53	14.35	24.4	97.82	156.22	27.09
24.43	66.93	30.41	45.53	181.96	62.11	6.75	20.07
7.3	5.51	12.86	1.72	3.39	1.04	3.43	2.09
3.35	5.34	1.52	2.62	8.22	1.95	4.25	5.01
40.96	91.4	35.53	18.91	68.6	48.7	63.61	78.32
8.81	4.76	2.17	3.75	25.4	14.92	20.43	6.21
10.24	6.35	5.67	1.82	20.45	10.25	12.34	2.46
199.44	78.95	2.33	110.95	53.17	115.13	70.26	24.19
95.88	17.91	156.28	24.74	38.35	82.25	3.28	39.82
4.78	1.54	10.92	7.52	1.78	2.32	2.48	10.1
81.85	36.76	52.08	83.11	118.61	214.7	105.51	99.26
