3.56	12.03	10.74	32.73	11.04	21.3	4.94	35.68
26	25.61	59.3	7.78	77.85	40.65	7.39	52.78
13.7	6.33	20.42	10.27	19.01	51.34	2.72	20.55
35.95	3.6	7.87	3.48	1.54	8.5	4.44	21.15
1.65	11.98	2.76	3.79	30.42	1.51	4.35	17.04
266.01	70.81	4.88	214.68	10.29	164.49	32.28	37.24
20.75	24.33	116.09	72.71	41.28	19.31	98.09	14.09
35.95	22.6	79.71	51.81	27.48	75.18	18.69	63.45
14.41	8.38	11.96	2.8	12.31	17.06	16.09	15.74
48.9	56.33	94	119.06	2	3.67	33.46	49.64
1.96	28.27	18.38	11.62	22.79	4.4	8.61	76.74
14.86	3.12	1.87	20.59	1.14	14.83	4.24	16.34
36.3	6.93	19.99	13.7	120.3	5.74	17.56	83.12
7.9	2.43	3.92	7.43	9.46	1.66	5	26.84
1.25	3.08	8.39	3.81	1.2	10.41	2.51	7.31
18.3	17.72	5.7	2.11	30.84	15.98	15.8	9.6
16.57	14.37	50.8	61.91	16.84	32.97	69.29	38.61
4.65	13.21	4.93	17.38	13.62	3.43	5.58	6.39
1.19	1.88	35.97	27.02	9.15	69.91	60.46	39.31
33.32	40.48	17.28	14.2	18.43	3.98	39.13	4.31
15.61	92.66	33.98	5.03	7.17	12.14	1.61	1.84
33.7	56.46	44.09	4.09	21.07	67.2	43.55	59.05
20.33	15.41	9.8	6.95	18.16	1.67	32.55	10.03
62.71	3.39	9.03	10.12	20.27	12.87	39.23	3.11
2.94	1.83	1.97	4.01	1.47	3.8	4.56	2.28
4.44	39	8.97	17.27	8.01	39.36	6.92	23.98
39.9	6.55	16.43	14.37	25.25	44.07	11.75	26.49
56.59	20.06	13.04	25.46	46.39	2.04	50.64	15.67
8.8	12.05	3.29	3.13	2.04	23.85	6.3	5.6
9.14	37.06	81.74	1.51	55.46	116.45	38.34	41.9
26.02	17.19	56.56	7.89	5.26	93.08	7.49	13.49
5.55	26.24	1.35	6.37	3.36	1.93	1.65	3.73
14.03	15.05	84.07	87.22	13.31	12.3	7.3	40.09
45.34	4.96	6.78	104.83	4.41	27.64	9.31	39.97
13	6.41	17.14	10.78	11.23	3.44	3.37	5.2
53.72	67.15	159.43	283.07	41.67	122.57	151.06	25.75
20.27	5.59	9.72	4.42	20.05	2.99	14.45	16.22
2.98	27.42	6.81	17.59	5.5	5.28	17.36	18.05
11.28	6.08	1.05	2.65	6.65	1.81	15.76	12.1
9.67	3.05	1.22	1.77	9.2	2.86	17.95	14.28
22.79	4.19	1.53	8.82	11.06	55.42	8.89	6.46
52.13	9.44	16.69	80.05	151.03	140.1	60.46	119.51
33.65	27.6	4.84	9.75	13	9.51	29.55	2.35
14.54	2.2	1.67	9	27.27	27.93	6.15	48.05
45.26	3.17	3.94	30.61	8.12	55.13	14.45	4.79
19.01	20.93	39.15	8.27	18.57	19.1	12.17	2.42
7.78	5.97	29.19	14.58	38.65	63.34	3.98	1.18
33.6	87.37	88.93	72.1	72.18	58.7	77.08	20.07
84.27	3.36	21.41	115.31	49.16	4.7	102.97	121.84
7.12	8.58	11.31	10.9	9.55	7.64	31.44	9.96
51.89	1.73	40.52	89.86	78.25	14.3	1.62	6.36
70.77	9.18	33.22	109.81	2.33	36.67	13.02	72.36
5.29	37.95	12.13	6.87	1.02	38.24	5.67	14.98
30.61	52.32	2.3	1.72	3.41	19.35	22.02	88.89
13.58	53.77	10.73	3.03	20.39	2.37	20.35	16.03
38.98	22.85	87.03	20.06	190.23	10.01	133.62	12.96
1.46	56.27	78.75	15.31	36.25	31.64	17.55	20.79
19.94	14.3	23.52	60.78	108.43	19.55	30.47	12.81
22.13	34.3	46.39	64.72	3.06	24.27	19.51	3.54
15.63	26.61	17.68	56.49	41.68	35.41	3.7	25.13
27.88	24.92	16.5	8.42	32.05	1.7	2.32	6.52
4.15	133.45	64.73	48.96	2.36	5.4	14.24	7.65
111	97.87	37.19	36.53	56.1	1.04	209.56	203.94
6.99	27.95	32.48	4.62	49.53	4.61	65.18	47.79
52.96	7.39	36.02	25.03	22.64	27.14	42.13	75.98
9.04	4.59	9.61	22.88	42.6	25.3	18.59	9.52
2.46	3.87	11.01	10.41	54.56	8.47	47.65	18.41
4.6	2.18	7.4	5.77	5.35	7.47	2.99	16.01
11.4	30.59	44.05	10.94	64.33	34.02	36.61	30.25
24.82	16.14	32.34	8.19	21.21	3.89	5.03	8.68
24.8	29.47	5.24	9.71	46.05	8.52	17.97	10.03
16.49	27.74	10.23	3.01	1.03	25.92	25.19	4.1
8.94	2.82	77.22	15.73	59.52	5.36	22.53	8.01
10.01	12.57	22.04	18.8	17.22	8.76	77.19	50.19
3.41	89.04	4.64	8.08	17.81	49.3	10.89	10.65
4.67	54.93	19.19	16.6	2.09	15.42	14.6	13.74
15.03	65.29	49.34	10.5	89.02	2.2	3.32	10.21
