15.2	127.9	33.4	69.6	90.0	153.3	37.5	44.5	
23.6	19.2	7.8	32.2	4.5	43.9	27.7	57.0	
56.0	127.3	218.7	217.6	66.2	150.5	146.8	431.5	
60.0	11.5	45.5	73.0	61.2	75.0	94.1	35.2	
57.7	97.6	4.2	44.2	34.0	115.6	90.8	51.7	
8.8	35.0	17.1	60.3	43.8	15.6	18.4	70.9	
19.9	13.2	42.3	49.4	4.5	51.3	23.4	27.8	
16.4	20.3	20.6	8.7	12.6	6.7	25.7	28.1	
122.6	95.3	83.2	45.9	41.8	246.7	124.9	65.8	
159.0	115.6	88.9	102.3	57.0	124.7	101.8	45.9	
78.7	165.4	73.4	176.3	55.6	180.9	119.6	111.6	
95.5	143.9	339.9	134.5	215.4	105.3	202.8	531.2	
83.4	65.0	88.8	64.9	45.6	63.0	43.5	21.8	
93.5	26.7	45.7	29.8	45.6	69.0	54.9	39.2	
23.4	78.7	78.4	59.0	17.1	23.9	40.7	37.1	
54.3	25.3	169.9	36.5	165.3	31.9	20.6	65.6	
43.3	112.8	92.7	126.3	41.3	73.1	80.0	26.8	
40.9	117.6	86.8	11.2	85.0	25.3	112.3	31.8	
171.7	126.1	81.8	49.8	101.6	30.6	38.1	12.6	
25.0	47.6	25.4	94.2	41.6	12.3	38.2	80.8	
177.6	29.2	20.3	159.9	74.1	191.3	140.2	53.7	
408.3	136.3	53.8	126.4	124.9	497.0	486.8	163.9	
299.8	276.4	326.6	81.9	91.1	475.2	256.7	94.9	
33.5	32.2	50.9	20.6	14.1	48.9	41.1	39.2	
27.1	19.3	99.3	36.9	65.3	58.2	49.0	41.9	
58.5	7.5	19.2	34.2	119.2	37.0	40.0	55.8	
50.6	125.5	41.3	89.4	91.7	3.3	15.4	4.8	
29.9	6.6	26.9	22.0	3.9	10.4	1.2	47.8	
25.6	57.3	24.4	5.2	102.2	74.9	111.0	34.9	
55.4	165.0	89.1	17.7	26.1	13.9	30.8	48.1	
146.5	28.7	101.4	121.1	563.1	64.2	559.6	49.9	
108.5	23.5	18.9	31.1	37.1	37.1	77.0	31.6	
23.5	15.2	26.5	16.2	8.8	52.9	11.4	17.2	
