131.4	229.0	19.4	89.6	71.8	45.7	205.5	112.1	
65.2	42.3	29.8	200.8	46.7	68.0	9.1	93.2	
24.3	16.3	64.7	20.3	41.2	39.6	5.5	20.8	
179.9	17.5	57.2	97.6	22.4	170.9	88.2	66.5	
92.1	145.3	30.5	64.2	66.8	19.4	65.6	277.8	
28.0	2.4	6.7	3.9	39.4	7.7	41.6	8.3	
74.8	105.5	140.8	51.9	43.1	3.2	84.2	46.8	
8.6	14.2	21.2	40.8	52.2	19.7	94.9	72.4	
3.3	8.1	12.4	3.9	11.4	2.6	2.8	3.7	
118.4	37.5	8.1	51.6	33.2	16.1	50.2	140.3	
78.7	423.6	91.3	22.5	69.5	222.8	149.1	194.2	
16.6	74.3	174.8	123.0	66.7	156.3	65.4	70.0	
25.2	43.2	19.8	14.1	26.3	28.5	40.2	42.3	
53.0	138.2	212.5	76.7	136.8	84.2	132.5	394.3	
16.4	12.5	24.3	22.0	34.0	17.4	85.4	35.0	
26.7	29.4	28.1	14.2	53.1	20.8	21.9	12.4	
33.9	34.0	40.9	22.9	16.7	15.4	36.9	3.6	
163.6	76.9	70.1	33.9	200.9	91.0	7.7	63.7	
29.4	114.7	129.9	45.9	201.4	132.3	334.4	106.2	
84.7	82.1	39.3	74.6	84.0	19.0	34.8	116.8	
71.4	74.2	225.3	122.5	28.6	73.7	42.9	89.1	
25.7	71.1	40.3	73.6	65.5	72.2	119.4	51.6	
60.7	83.7	158.1	25.3	19.4	135.6	38.5	32.0	
37.4	20.6	78.9	43.0	439.7	256.7	169.7	151.4	
57.0	16.1	19.1	36.1	28.5	22.9	8.6	26.5	
286.6	326.0	372.5	39.7	87.7	50.2	222.9	102.7	
64.1	234.4	186.0	176.6	32.5	83.8	132.3	60.0	
74.1	98.6	50.7	57.1	59.1	18.4	137.4	174.8	
70.2	104.4	57.6	9.1	27.7	86.7	128.1	122.4	
45.3	28.6	31.9	15.6	45.2	32.2	73.3	32.8	
55.6	44.2	8.6	171.9	248.5	102.8	116.6	12.5	
110.1	80.0	30.4	187.1	103.2	125.4	28.2	48.2	
110.1	60.2	312.9	114.3	31.3	73.2	42.2	99.2	
46.8	40.4	38.8	55.4	3.5	40.8	41.5	14.0	
28.0	14.9	8.9	45.0	32.3	16.6	16.1	21.7	
4.4	0.9	3.7	16.2	8.1	2.7	2.0	12.0	
36.5	5.1	7.7	14.5	43.4	7.2	50.0	7.9	
118.8	105.1	590.9	299.0	175.3	62.0	136.4	178.3	
68.8	46.4	28.9	44.1	90.8	85.8	132.9	75.5	
21.5	4.1	41.0	12.4	7.5	7.5	47.2	25.2	
43.3	9.0	11.3	24.6	40.1	6.3	15.5	8.9	
2.6	7.4	3.8	17.6	9.4	13.7	13.5	3.0	
130.1	87.7	26.5	19.4	29.0	91.1	52.1	35.5	
24.6	82.3	4.4	65.9	93.3	218.3	75.5	55.2	
39.2	3.7	28.6	23.7	28.6	38.1	6.9	9.6	
107.9	57.6	91.8	68.8	64.8	72.1	6.4	20.4	
13.4	23.6	2.2	39.7	19.3	8.6	12.8	17.5	
46.0	40.8	44.1	4.3	16.3	32.2	41.3	27.0	
36.1	110.1	8.7	86.6	64.8	26.4	160.8	9.9	
58.1	81.7	33.7	48.0	100.1	116.9	52.6	34.0	
278.6	119.1	49.9	192.4	169.8	172.1	125.7	78.9	
148.4	42.3	371.4	190.7	75.3	130.0	155.8	137.8	
57.2	11.9	91.3	45.5	74.0	180.5	52.3	59.3	
152.4	115.3	37.9	22.4	197.8	233.4	100.5	21.5	
74.1	140.1	266.3	100.1	186.0	23.3	79.0	46.8	
65.5	35.1	109.9	40.1	45.4	63.7	55.0	21.7	
66.5	20.5	47.7	59.4	17.3	9.2	102.2	28.3	
83.8	31.2	52.0	86.0	28.7	86.4	67.5	53.6	
284.5	27.1	227.2	124.7	111.2	244.8	98.2	109.0	
129.2	34.4	149.5	32.5	76.5	89.4	82.4	122.1	
68.0	237.9	41.6	3.7	233.0	68.5	14.2	179.1	
27.4	51.2	30.7	12.6	64.4	80.4	81.0	35.9	
133.8	9.4	78.0	51.9	129.8	18.5	21.7	66.9	
20.9	133.6	33.0	177.8	78.4	118.9	214.7	272.0	
5.5	14.7	9.3	7.3	27.4	9.0	13.3	8.9	
122.3	202.4	334.0	188.8	63.8	194.4	60.8	13.8	
56.6	22.3	58.9	53.4	36.3	84.2	17.7	18.9	
34.2	16.2	19.2	22.1	36.9	13.1	26.2	21.8	
20.9	28.7	31.8	21.5	16.6	26.0	25.0	29.3	
45.8	101.6	24.4	84.7	119.3	63.9	49.8	47.9	
41.3	86.9	1.2	29.7	22.3	28.6	4.2	21.4	
49.8	4.4	2.7	45.8	15.5	7.8	18.0	3.2	
79.9	167.2	112.4	161.4	85.3	110.5	113.9	206.7	
18.6	28.5	34.9	12.4	65.4	41.5	54.9	30.3	
207.3	222.9	95.2	477.1	178.1	196.6	289.8	438.2	
144.1	103.0	100.3	111.1	169.8	153.9	119.2	73.5	
135.2	97.4	220.9	66.8	301.0	124.8	72.8	136.2	
68.6	52.6	16.3	74.9	83.7	46.9	19.5	73.7	
42.3	25.3	22.4	30.6	84.4	32.7	106.8	53.6	
79.8	47.8	51.8	162.6	99.1	121.8	40.7	71.5	
255.4	430.5	128.4	7.9	310.2	40.0	231.9	157.5	
38.1	47.2	1.9	13.6	9.9	10.3	5.9	37.5	
16.1	19.8	55.2	41.4	49.6	58.6	145.6	87.8	
31.7	3.0	12.0	24.9	8.1	66.6	11.1	48.2	
12.9	4.7	6.7	68.9	42.4	153.7	14.1	112.1	
11.5	65.5	19.1	68.1	35.3	88.5	29.9	8.2	
95.8	56.4	169.9	17.6	47.5	49.2	201.1	59.4	
19.5	10.6	46.7	26.1	35.3	20.6	50.9	181.6	
60.4	52.8	32.7	18.1	35.8	4.9	81.5	32.8	
17.6	40.7	1.2	89.9	5.6	76.5	39.0	20.4	
244.6	266.1	96.2	201.2	203.4	122.9	133.6	19.3	
218.1	56.5	92.2	77.7	73.0	126.7	32.3	70.0	
78.5	379.2	73.7	547.3	85.9	122.4	144.8	216.4	
32.9	112.4	95.1	114.9	39.2	35.1	98.7	38.3	
95.8	18.8	39.4	42.9	13.1	41.7	79.3	18.6	
132.1	20.0	54.2	120.2	41.5	117.3	308.5	94.5	
17.4	40.7	63.0	6.6	51.0	107.9	22.7	110.5	
88.3	5.6	53.9	107.1	78.1	115.7	34.7	105.1	
28.2	21.1	45.6	23.1	48.2	54.3	47.2	28.1	
47.6	6.6	92.2	11.6	52.3	40.3	40.1	47.8	
368.4	218.9	409.7	80.9	288.1	193.9	128.6	176.1	
34.0	18.3	30.7	6.8	26.5	29.1	13.0	45.1	
16.0	20.7	12.8	34.3	1.4	15.4	14.3	14.2	
197.3	299.6	154.7	121.3	214.3	304.5	130.3	164.4	
54.9	56.7	172.3	59.8	64.3	87.3	125.9	92.6	
7.6	72.3	81.7	15.0	54.0	104.4	18.2	69.1	
42.8	89.8	28.7	31.6	18.8	19.1	47.8	72.3	
130.5	239.1	196.5	98.5	409.7	87.3	92.4	6.4	
15.5	73.6	33.5	13.7	32.0	63.3	86.6	87.8	
7.9	82.1	192.3	155.2	73.7	101.7	62.2	20.7	
62.9	51.4	40.2	8.5	40.6	45.3	43.1	49.5	
338.4	143.6	327.7	210.7	100.0	154.2	333.4	192.0	
88.5	20.0	40.0	84.0	29.6	45.3	28.9	47.2	
309.4	111.9	134.2	183.3	85.6	412.2	140.8	134.5	
55.1	135.3	127.0	23.5	58.4	40.7	42.0	199.0	
69.1	13.5	19.0	55.4	75.9	25.9	34.2	83.1	
12.1	38.5	2.0	11.4	23.5	8.2	36.6	9.9	
78.6	105.7	27.2	92.3	73.4	183.5	13.1	192.8	
147.1	144.5	69.8	106.9	129.6	85.9	31.2	219.2	
122.2	103.2	146.4	159.8	193.9	334.9	54.6	266.0	
85.3	26.3	125.9	26.3	146.9	204.1	85.6	74.8	
152.6	60.0	46.6	125.1	37.4	34.6	149.1	16.6	
5.5	9.4	13.6	27.6	26.1	5.1	91.6	10.7	
37.1	13.5	85.7	14.0	27.2	15.7	61.0	14.6	
33.0	19.9	10.5	136.9	56.1	20.1	126.4	98.0	
120.1	245.3	112.0	179.3	145.2	414.6	141.4	147.8	
26.3	29.6	119.4	50.1	94.3	86.2	112.1	88.0	
18.8	17.2	12.6	8.6	4.0	10.7	37.5	14.4	
10.2	9.9	16.2	13.7	30.5	15.6	14.2	19.5	
74.6	75.1	41.2	245.4	29.3	68.8	44.1	83.7	
117.1	39.3	74.2	62.8	110.3	111.0	71.7	62.8	
42.6	26.2	17.5	35.5	73.2	32.7	35.2	14.1	
50.1	142.0	63.7	80.0	73.0	129.8	35.9	14.0	
59.2	72.4	31.0	37.8	41.7	30.2	130.4	17.6	
30.3	341.5	103.3	56.8	171.2	128.8	63.9	223.1	
39.9	52.4	20.6	25.6	17.6	80.9	36.7	41.7	
21.5	85.6	97.0	42.8	23.4	94.6	34.5	62.3	
21.4	56.1	92.2	20.5	39.4	94.6	116.4	67.2	
38.2	27.9	21.7	12.9	20.3	15.4	47.1	42.6	
229.0	132.4	43.0	77.4	127.4	72.9	64.9	77.8	
25.7	10.1	16.3	22.8	6.9	13.1	8.7	31.9	
7.5	8.2	4.3	5.1	9.6	2.9	5.3	4.8	
3.3	15.7	4.6	103.4	23.7	1.3	30.1	109.1	
106.0	84.7	28.6	5.7	137.1	7.9	18.8	18.1	
53.8	38.9	46.9	32.0	74.1	16.5	19.8	70.4	
92.7	125.4	463.0	113.6	12.2	80.4	54.0	198.8	
131.7	131.9	82.9	97.8	80.5	22.6	91.8	101.5	
28.3	5.9	8.9	18.7	5.4	3.9	10.5	6.1	
135.8	26.7	46.7	97.0	17.2	21.9	2.5	27.1	
11.1	25.7	22.6	59.7	21.9	13.6	21.9	32.5	
66.0	177.6	113.6	58.8	24.2	277.8	146.5	116.2	
18.4	74.8	18.4	24.2	35.6	54.5	115.5	92.1	
6.4	60.9	225.3	122.6	11.5	60.6	23.8	95.9	
106.5	148.7	177.4	167.0	92.2	61.9	80.4	138.5	
53.5	41.2	38.9	68.0	7.2	120.4	21.9	24.0	
18.1	30.2	10.9	8.3	16.0	30.2	47.2	27.9	
14.6	17.7	4.6	4.7	7.3	6.1	15.8	21.4	
61.4	101.3	80.7	53.5	40.9	141.2	46.3	49.2	
60.1	75.6	111.7	104.6	16.3	207.0	47.1	41.5	
20.0	91.7	98.5	10.1	122.2	67.5	18.9	75.4	
