26.17	29.41	26.83	26.09	30.88	27.92	30.91	29.69
17.69	16.6	18.31	19.03	17.7	17.84	14.53	16.96
6.49	6.13	7.1	5.95	6.1	7.28	5.68	6.97
4.42	3.76	3.81	3.5	3.29	3.64	3.35	3.37
122.8	124.81	94.71	122.31	128.48	106.99	119.29	130.47
33.79	38.13	42.12	34.47	40.23	38.71	35.47	32.23
1.94	1.75	1.92	1.87	1.79	1.89	1.82	1.86
46.38	39.04	59.01	52.51	56.2	42.15	57.44	42.37
109.29	132.56	116.85	115.68	119.72	97.47	121.65	113.07
27.13	26.79	25.41	24.95	25.81	27.64	24.01	23.08
65.08	67.63	54.9	61.1	67.94	60.32	72.23	62.17
29.09	25.81	27.7	28.3	26.07	30.1	27.57	24.78
42.05	37.72	41.16	38.41	37.16	41.77	39.37	35.36
49.64	65.82	60	52.57	53.73	49.02	57.85	57.62
5.32	5.87	5.38	5.41	5.51	5.35	5.36	5.82
13.83	11.5	12.6	10.68	12.66	10.24	11.29	12.33
16.5	23.86	24.09	23.58	22.38	21.69	26.51	24.8
19.4	18.9	19.42	16.92	22.03	25.19	25.9	20.21
19.62	17.82	17.04	21.3	19.24	18.34	15.04	21.67
39.08	37.03	28.87	39.09	30.24	34.04	34.14	32.38
1.4	1.37	1.35	1.37	1.38	1.42	1.34	1.43
49.82	42.08	36.67	37.97	44.26	38.21	41.37	39.47
14.34	13.23	11.17	13.4	11.62	12.15	14.38	13.01
24.78	25.3	20.37	23.15	26.85	23.23	24.07	21.52
27.5	26.85	31.73	22.92	22.09	29.48	27.88	27.82
25	24.57	27.28	19.17	23.26	22.99	22.2	26.11
41.06	44.43	44.59	47.16	44.55	42.33	46.7	37.78
88.87	88.4	87.47	93.55	99.73	89.84	70.72	87.93
7.82	6.48	8.11	7.02	7.74	6.89	7.78	7.65
33.11	31.24	33.91	29.03	34.76	34.15	33.34	28.59
5.73	5.94	6.06	5.57	6.33	5.21	5.95	6.01
62.17	60.92	65.32	73.32	50.61	63.9	66.73	57.61
27.19	25.41	31.25	28.58	26.54	25.81	29.1	33.63
56.86	52.85	64.23	57.31	60.68	55.21	62	59.31
7.72	9.22	7	7.36	8.49	7.75	8.06	7.78
28.12	29.96	25.85	32.33	26.68	31.56	29.21	27.44
8.81	9.86	10.94	10.89	10.57	11.46	9.39	9.82
12.09	10.17	10.61	10.83	10.22	9.78	9.99	10.44
47.77	52.02	47.22	51.89	52.2	53.76	55.65	38.39
49.04	52.19	61.18	50.99	50.22	48.22	52.98	47.18
37.11	32.56	39.76	35.52	47.51	36.78	38.39	34.22
7.34	8.28	8.83	7.46	8.21	8.79	7.48	8.08
12.33	13.52	10.87	12.18	10.11	12.12	14.61	10.85
9.68	7.38	7.86	8.71	8.64	8.02	7.33	7.98
8.58	10.71	11.26	10.74	9.53	9.32	11.34	11.69
118.09	95.01	108.95	113.88	100.1	90.37	105.76	82
34.51	39.91	33.11	32.8	43.32	37.83	42.98	32.01
58.35	53.54	64.92	60.61	57.01	68.49	60.75	73.79
18.07	20.55	18.35	27.01	21.84	24.72	26.99	24.48
40.84	41.58	30.39	36.47	32.67	32.2	33.36	34.68
3.82	4.93	4.23	3.94	5.4	4.82	4.17	4.8
29.51	25.93	26.29	31.67	24.41	27.15	29.33	29.15
12.84	13.57	15.4	16.88	15.85	15.43	13.08	14.53
45.68	40.4	40.45	38.4	37.41	34.25	48.42	42.17
18.92	22.16	17.31	20.88	20.51	25.22	16.34	23.05
71.02	69.63	60.82	61.36	78.37	66.36	69.62	70.06
95.84	85.61	83.21	80.25	99.93	75.62	84.21	74.73
79.59	61.64	61.05	61.12	67.33	67.97	74.55	59.65
16.82	21.75	16.73	18.83	17.6	16.02	21.08	16.91
4.87	6.37	5.39	6.97	7.73	6.71	6.67	7.96
43.18	48.18	56.9	48.31	47.7	48.74	49.18	38.4
20.24	21.99	18.87	17.83	21.22	22.77	17.55	20.91
6.87	7.11	8.4	8.33	6.71	7.24	7.77	6.42
67.88	71.98	73.27	76.16	76.9	65.21	61.13	69.19
37.21	43.82	49.48	43.62	44.41	44.91	41.52	42.73
29.03	31.11	24.8	29.23	28.42	30.95	28.43	30.89
8.77	9.13	8.77	8.4	8.63	9.05	10.34	9.7
48.97	46.71	43.27	43.19	41.14	43.12	35.93	38.49
106.26	107.19	101.7	126.88	113.38	120.5	130.92	131.06
11.72	18.46	17.94	18.26	15.98	16.37	17.05	13.9
42.14	32.36	30	32.92	33.9	40.73	26.41	29.68
6.99	6.54	6.49	7.64	5.98	5.86	7.31	7.67
14.2	14.52	14.07	13.37	14.27	12.13	13.99	13.8
36.57	33.55	30.78	37.5	35.99	29.62	34.33	33.19
31.04	27.17	23.04	27.14	22.97	27.2	23.53	28.88
