26.23	22.33	23.55	19.05	22.33	24.34	19.94	23.5
13.88	13.66	14.43	14.45	16.29	12.24	11.72	18.17
7.52	9.22	6.4	7.8	7.52	8.49	9.4	7.85
15.2	14.43	17.46	16.65	16.72	16.32	15.01	15.64
11.88	14.5	10.82	12.07	13.69	13.25	13.58	15.5
55.22	55.98	54.14	57.54	47.5	58.08	50.43	59.17
22.03	24.14	23.41	21.64	23.06	22.29	22.4	27.94
4.43	4.68	4.26	5.36	4.12	4.73	4.88	3.81
46.44	36.7	39.4	37.45	40.44	42.38	46.02	45.76
62.73	53.14	63.05	65.95	70.65	72.71	71.02	63.39
2.96	3.11	2.62	3.73	2.82	2.95	3.18	3.8
7.29	8.28	7.52	9.3	7.04	8.85	6.81	7.48
25.24	25.92	30.54	27.06	25.21	28.36	26.83	28.62
24.87	23.5	19.05	21.25	22.19	19.18	21.98	20.12
23.62	23.45	23.74	23.8	22.11	21.42	22.57	20.79
27.13	31.19	32.12	27.84	28.39	27.71	26.45	27.73
12.23	12.94	13.73	11.41	14.15	10.84	12.33	12.15
5.34	5.79	6.88	4.14	6.69	6.3	5.61	6.14
95.79	104.79	136.3	125.24	107.28	138.75	120.61	129.42
20.19	16.49	21.86	16.48	15.37	19.75	15.93	20.46
1.25	1.15	1.29	1.35	1.19	1.39	1.31	1.27
12.26	16.05	13.8	13.15	13.59	15.61	12.18	13.79
35.95	30.23	37.79	34.05	36.59	31.77	34.5	37.59
1.23	1.21	1.25	1.33	1.14	1.34	1.18	1.21
112.22	128.57	149.36	147.04	137.93	127.16	123.13	114.45
2.08	1.9	1.95	1.68	2.16	1.94	1.74	2.08
26.63	24.96	32.99	33.51	31.67	25.94	28.43	30.56
1.83	1.97	2.35	2.12	2.62	2.09	2.4	2.74
21.85	25.11	17.16	20.29	24.31	22.09	23.45	23.24
5.08	5.45	5.63	4.73	5.16	5.07	3.53	4.32
1.5	1.7	1.77	1.84	1.75	1.82	1.89	1.85
57.89	62.47	59.21	62.61	57.34	62.09	70.1	57.81
12.37	10.45	11.01	11.48	10.5	10.43	10	10.64
62.73	64.02	59.45	64.27	68.83	66.94	61.34	76.11
2.3	2.11	1.84	1.71	1.7	1.94	2.25	1.86
2.75	3.32	3.31	3.1	2.79	3	2.9	2.85
32.98	32.96	30.64	29.71	28.91	28.64	29.99	33.82
26.85	30.86	28.96	30.64	29.28	26.14	28.49	29.62
1.55	1.55	1.62	1.57	1.69	1.51	1.63	1.64
5.17	4.68	4.89	6.54	5.63	4.48	3.93	4.75
16.92	17.74	17.74	14.16	14.23	14.74	14.41	16.4
17.25	14.78	16.16	17	17.12	18.06	16.52	15.74
8.47	5.88	7.76	5.96	5.72	8.17	7.31	7.57
35.11	35.84	34.79	34.35	43.87	36.02	32.86	41.11
51.4	53.07	46.79	52.75	44.22	34.66	46.69	45.5
23.7	26.63	28.54	28.37	29.85	25.53	25.41	27.26
58.54	58.65	51.37	54.13	50.5	59.44	67.05	55.81
16.03	17.51	17.43	15.92	19.1	13.02	15.72	17.46
8.29	8.22	8.14	7.12	8.61	8.29	8.69	9.46
32.61	35.59	36.29	30.6	26.36	30.83	32.26	32.79
26.07	23.32	24.87	23.66	24.52	24.4	26.43	28.31
10.05	10.29	9.31	10.4	10.32	8.67	9.74	10.36
